part,topic,question,cue_card,source,band9_answer
2,Describe a place you go to study/work,Describe a place you go to study/work,"You should say:
- where it is
- how you use it
- what facilities it has
- and explain why it suits you.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe something you bought that was worth it,Describe something you bought that was worth it,"You should say:
- what it was
- where you bought it
- how you use it
- and explain why it was worth the money.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe a festival or celebration you enjoyed,Describe a festival or celebration you enjoyed,"You should say:
- what it was
- where it took place
- what people did
- and explain why it was enjoyable.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe a time you solved a difficult problem,Describe a time you solved a difficult problem,"You should say:
- what the problem was
- why it was difficult
- how you solved it
- and explain what you learned.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe a course you found helpful,Describe a course you found helpful,"You should say:
- what it was
- what you learned
- how it helped you
- and explain why you recommend it.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe a time you had to wait for something,Describe a time you had to wait for something,"You should say:
- what you waited for
- why you had to wait
- what you did while waiting
- and explain how you felt.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe a time you received good customer service,Describe a time you received good customer service,"You should say:
- where it was
- what the staff did
- what the result was
- and explain why it impressed you.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe a goal you want to achieve,Describe a goal you want to achieve,"You should say:
- what the goal is
- why it matters
- what steps you will take
- and explain when you hope to achieve it.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe someone you met for the first time,Describe someone you met for the first time,"You should say:
- who they were
- where you met
- what you talked about
- and explain why you remember it.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
2,Describe an item of clothing you like,Describe an item of clothing you like,"You should say:
- what it is
- when you wear it
- where you bought it
- and explain why you like it.",master_pack,"A science programme I found genuinely interesting was a documentary episode about **the James Webb Space Telescope** and how it studies the early universe. I watched it a few months ago on a streaming platform after seeing short clips online, and it pulled me in because it connected big ideas to real engineering challenges.

The programme explained, in a very clear way, why Webb can see things older telescopes couldn’t—mainly because it observes in infrared, and it’s positioned far from Earth to avoid heat interference. What I learned wasn’t just the “wow” factor of space images, but the process behind them: how scientists interpret light spectra to figure out what distant planets are made of, and how even tiny measurement errors can change a conclusion.

I found it interesting because it balanced wonder with realism. It showed that scientific breakthroughs aren’t magic—they’re the result of patient experimentation, failure, and iteration. And honestly, it made me appreciate how science is a collaboration between imagination and discipline: you need bold questions, but you also need the engineering to make those questions testable."
3,Work & productivity,What makes people productive at work?,,master_pack,
3,Work & productivity,Is it better to specialise or be a generalist?,,master_pack,
3,Work & productivity,How has technology changed working life?,,master_pack,
3,Work & productivity,Do you think long working hours are productive?,,master_pack,
3,Work & productivity,How can employers improve work-life balance?,,master_pack,
3,Work & productivity,Should companies monitor employees’ performance closely?,,master_pack,
3,Work & productivity,Do you think remote work will continue to grow?,,master_pack,
3,Work & productivity,How important are soft skills at work?,,master_pack,
3,Education,What skills should schools teach for the future?,,master_pack,
3,Education,Are exams a good way to measure ability?,,master_pack,
3,Education,Should universities focus more on practical skills?,,master_pack,
3,Education,How has online learning changed education?,,master_pack,
3,Education,Do you think teachers are respected enough?,,master_pack,
3,Education,What is the role of homework?,,master_pack,
3,Education,Should students learn financial literacy at school?,,master_pack,
3,Education,How can schools reduce stress for students?,,master_pack,
3,Technology & society,Has technology improved communication overall?,,master_pack,
3,Technology & society,What are the risks of relying on smartphones?,,master_pack,
3,Technology & society,Should AI be regulated? Why?,,master_pack,
3,Technology & society,Do you think technology makes people less social?,,master_pack,
3,Technology & society,Is it good that children use tablets early?,,master_pack,
3,Technology & society,How will technology change daily life in 20 years?,,master_pack,
3,Technology & society,Should schools teach coding?,,master_pack,
3,Media & information,Why does misinformation spread so fast?,,master_pack,
3,Media & information,Should social media platforms be responsible for fact-checking?,,master_pack,
3,Media & information,Do people trust news less than before?,,master_pack,
3,Media & information,Are online reviews trustworthy?,,master_pack,
3,Media & information,Why are celebrity stories popular?,,master_pack,
3,Media & information,How has streaming changed entertainment?,,master_pack,
3,Media & information,Is reading news every day a good habit?,,master_pack,
3,Environment,What environmental problems are most urgent in your country?,,master_pack,
3,Environment,Should governments punish polluters more strongly?,,master_pack,
3,Environment,How can individuals reduce waste?,,master_pack,
3,Environment,Is recycling enough to solve waste problems?,,master_pack,
3,Environment,Will renewable energy fully replace fossil fuels?,,master_pack,
3,Environment,How can cities become greener?,,master_pack,
3,Environment,Should people pay more for eco-friendly products?,,master_pack,
3,Environment,How can schools educate children about the environment?,,master_pack,
3,Health & lifestyle,Why do many people struggle to stay healthy?,,master_pack,
3,Health & lifestyle,Is mental health taken seriously now?,,master_pack,
3,Health & lifestyle,How does modern life affect sleep?,,master_pack,
3,Health & lifestyle,Are gyms necessary to stay fit?,,master_pack,
3,Health & lifestyle,Why do some people prefer fast food?,,master_pack,
3,Health & lifestyle,How can people reduce stress?,,master_pack,
3,Health & lifestyle,Is it harder to be healthy in big cities?,,master_pack,
3,Family & relationships,Should parents plan children’s leisure time?,,master_pack,
3,Family & relationships,Why do people marry later nowadays?,,master_pack,
3,Family & relationships,Are close friendships easier to maintain today?,,master_pack,
3,Family & relationships,What makes a strong relationship?,,master_pack,
3,Family & relationships,Should children live with parents after adulthood?,,master_pack,
3,Family & relationships,Do you think family traditions will disappear?,,master_pack,
3,Cities & housing,What are the main problems in large cities?,,master_pack,
3,Cities & housing,Are tall buildings a good solution?,,master_pack,
3,Cities & housing,Should city centres limit private cars?,,master_pack,
3,Cities & housing,How can cities become more liveable?,,master_pack,"Reliable transport, accessible public spaces, and affordable housing make the biggest difference. If commuting is easier, people gain time and energy. Public spaces support community life, and affordable housing reduces stress and inequality."
3,Cities & housing,What are the pros and cons of living in the countryside?,,master_pack,
3,Transport & travel,How can public transport be improved?,,master_pack,
3,Transport & travel,Why do some people still prefer cars?,,master_pack,
3,Transport & travel,Does tourism benefit local communities?,,master_pack,
3,Transport & travel,How can tourism be made more sustainable?,,master_pack,
3,Transport & travel,Do people travel more now than before? Why?,,master_pack,
3,Transport & travel,Should governments invest more in railways?,,master_pack,
3,Transport & travel,How will travel change in the future?,,master_pack,
3,Transport & travel,Do you think flying should be more expensive to reduce emissions?,,master_pack,
3,Culture & traditions,Should schools teach traditional culture?,,master_pack,
3,Culture & traditions,Do young people value traditions as much as older people?,,master_pack,
3,Culture & traditions,How do festivals strengthen communities?,,master_pack,
3,Culture & traditions,Will traditional festivals change in the future?,,master_pack,
3,Culture & traditions,Is cultural identity important in a modern world?,,master_pack,
3,Culture & traditions,How can governments protect cultural heritage?,,master_pack,
3,Consumer behaviour,Why do people buy things they don’t need?,,master_pack,
3,Consumer behaviour,How has online shopping changed spending habits?,,master_pack,
3,Consumer behaviour,Are people more materialistic than before?,,master_pack,
3,Consumer behaviour,How important is customer service for business success?,,master_pack,
3,Consumer behaviour,Should companies always accept refunds?,,master_pack,
3,Consumer behaviour,How do advertisements influence children?,,master_pack,
3,Consumer behaviour,Is it better to buy cheap products or durable ones?,,master_pack,
3,Consumer behaviour,Will physical shops disappear?,,master_pack,
3,Art & creativity,Should governments fund the arts?,,master_pack,
3,Art & creativity,Is it easier to become an artist today?,,master_pack,
3,Art & creativity,Can art change society?,,master_pack,
3,Art & creativity,Should art be compulsory in schools?,,master_pack,
3,Art & creativity,What makes a movie or song “great”?,,master_pack,
3,Art & creativity,Is public art important in cities?,,master_pack,
3,Science & research,Should governments fund scientific research?,,master_pack,
3,Science & research,What scientific discovery has changed daily life most?,,master_pack,
3,Science & research,Do people trust science?,,master_pack,
3,Science & research,Should companies lead innovation instead of governments?,,master_pack,
3,Science & research,How can the public learn science effectively?,,master_pack,
3,Science & research,Are space programmes worth the cost?,,master_pack,
3,Science & research,Will medicine improve dramatically in the next 50 years?,,master_pack,
3,Science & research,Do schools teach science in an engaging way?,,master_pack,
